image_i,image_j,filtered_matches,essential_inliers,pose_inliers,triangulated_points,positive_depth_points,kept_points,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
PXL_20260519_151333953.jpg,PXL_20260519_151335385.jpg,494,365,365,365,365,365,0.22979468481428023,0.24881345448681685,1920.0
