image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260520_074555573.jpg,PXL_20260520_074556437.jpg,2341,1719,2341,844,766,0.9075829383886256,2.4573952697806156,0.24419005172155853,0.26178126141839125,0.2211750903915018,0.9719916850283081,"[[9.86412469085765e-07, -3.293652572912866e-05, 0.01670865155481973], [3.337672760826711e-05, 2.944311619763701e-07, -0.009541323491364235], [-0.019917949029278723, 0.00892586464400808, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074557073.jpg,2341,1729,2341,728,582,0.7994505494505495,4.22365514591508,0.3948043172990777,0.3454185980603252,0.29787823624222615,0.9469207612716882,"[[-1.9354512387855867e-07, 7.238960949709095e-06, -0.006869737206909635], [-6.7390360363169166e-06, 6.810869666520896e-07, -0.002791519359994056], [0.007685830968270001, 0.0015451826495250071, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074557647.jpg,2341,1666,2341,636,513,0.8066037735849056,5.409209473973152,0.37244358862470583,0.3404814732212501,0.2907575492735402,0.9432656923828507,"[[1.1184629405013101e-07, -1.908712309891766e-06, -0.00036121173718781877], [2.281473935070719e-06, 3.2919954270354487e-07, -0.00228343265262324], [-0.0007813231513803325, 0.001570697101833668, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074558354.jpg,2341,1467,2341,633,499,0.7883096366508688,12.298106983734977,0.4170299054575945,0.3495504837216308,0.33038949535434337,0.9289008951385671,"[[-1.600587225956516e-07, 8.31935531275847e-06, -0.007646695488262315], [-7.351823244172208e-06, 7.511990157039197e-07, -0.0008660634114647973], [0.010047515977439372, -0.0008267653306086474, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074558999.jpg,2341,1870,2341,620,492,0.7935483870967742,8.535100898548766,0.3785953916104367,0.3293553347903599,0.28907511310337475,0.9936094666504465,"[[-3.862881803395406e-07, 7.776229320739052e-06, -0.0059404744494048565], [-6.741522296310275e-06, 4.842679858497855e-07, -0.0006871604196303161], [0.008978543958186567, -0.000756336088840301, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074559822.jpg,2341,1880,2341,657,554,0.8432267884322678,3.12100285173121,0.32948440370506127,0.31738324185135064,0.2820732233042916,0.9761237113481115,"[[-2.0840143852618083e-08, 8.23765059688476e-07, -0.0013664773808019597], [-3.3400600698035347e-07, 4.6525461376080517e-07, -0.0011133398942380225], [0.0012050964284520465, 0.00016996903279856417, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074600504.jpg,2341,1885,2341,640,513,0.8015625,4.111089293900992,0.4382956141287764,0.3779873527774975,0.34538164403954946,0.9802765902753467,"[[1.0787482659414936e-05, -0.00012627924151257757, 0.0909438427025072], [0.00010327959274801687, -5.2455966759400525e-06, -0.011512306886024117], [-0.16031471172688533, 0.03116093577187189, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074601205.jpg,2341,1817,2341,590,490,0.8305084745762712,11.40918482837289,0.44892980811732647,0.39640696504632206,0.38793295548427564,0.9982882651924854,"[[-8.75491554972626e-06, 5.939445866422076e-05, -0.03196732108445911], [-5.269875776657351e-05, 3.4656847039975437e-06, 0.0002764010326737872], [0.07677995354692224, -0.007626586100279711, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074602213.jpg,2341,1929,2341,700,550,0.7857142857142857,7.229192443012781,0.45846414559027704,0.37711108943522187,0.32668936083257827,0.9976149592399113,"[[-1.7934429454389116e-07, 2.2765139191332793e-06, -0.0016787791966682436], [-1.8679492663657477e-06, 6.058326383679544e-07, -0.0009472396369122535], [0.0030061311052321173, -0.00024232681201369534, 1.0]]"
PXL_20260520_074555573.jpg,PXL_20260520_074603125.jpg,2341,1594,2341,660,448,0.6787878787878788,6.954978124587322,0.5092526290859085,0.346183529073593,0.30365841041287234,0.9868088081163645,"[[-3.6240157674495813e-07, -2.591947762678522e-06, 0.002091954732282093], [2.312050308538595e-06, -1.0663465709756314e-07, -0.0018648649764663211], [-0.0027570828853071415, 0.0019011396063308512, 1.0]]"
