image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260519_151517280.MP.jpg,PXL_20260519_151517887.jpg,3097,3111,3097,1286,1078,0.838258164852255,2.902909283930295,0.3535184590096353,0.3246958397552149,0.28898915988916807,0.971628093979986,"[[4.813055103282613e-07, -2.358346547477718e-05, 0.012198063689251758], [2.5261118825227443e-05, 2.8743897599716393e-06, 0.019744011229651255], [-0.01332457815162623, -0.024339730753058248, 1.0]]"
PXL_20260519_151419041.jpg,PXL_20260519_151419543.jpg,2664,2702,2664,1179,1072,0.909245122985581,1.7351291515001277,0.32104193353635524,0.3281779752089883,0.28713860689233855,0.9898347784234044,"[[-5.790866389400783e-07, 8.038560328905457e-06, -0.026679609551610615], [-7.918454485444794e-06, 3.995683405475237e-06, 0.08693158987425495], [0.02902456850322108, -0.08959390298956801, 1.0]]"
PXL_20260519_151348662.jpg,PXL_20260519_151348666.MP.jpg,2027,2017,2027,1099,1069,0.9727024567788899,0.5950561569049055,0.1341080566377422,0.17729796658973707,0.12931164045570212,0.9398435075861705,"[[4.858161694586501e-07, -8.668353448508588e-05, -0.13438734090656893], [8.645726371223703e-05, -1.313177708424227e-07, -0.1918409419227764], [0.1329689562066091, 0.19229851511732698, 0.9999999999999999]]"
PXL_20260519_151419543.jpg,PXL_20260519_151420136.jpg,2702,2994,2702,1105,960,0.8687782805429864,1.3330570628106975,0.2747103716466404,0.2816023240218845,0.2247414591173843,0.990741565532967,"[[4.155930698763127e-06, -0.00014732085886058516, 0.02332396897334255], [0.0001692870951643785, 1.9311781208467133e-06, 0.09017336099164625], [-0.0258227301397, -0.10329667849070982, 1.0]]"
PXL_20260519_151421416.jpg,PXL_20260519_151421924.jpg,2386,2378,2386,1051,948,0.9019980970504282,1.4979707878373432,0.2660780623734115,0.2786912371629593,0.23165709459065817,0.9723495963689869,"[[-1.8282118356135613e-07, 2.5824034213162075e-07, -0.0048563399617995865], [-8.987974125680194e-07, 7.538701299872948e-07, -0.021598134221831683], [0.0046883001230131165, 0.021357943889529638, 1.0]]"
PXL_20260519_151333412.jpg,PXL_20260519_151333953.jpg,2904,2638,2904,1083,923,0.8522622345337026,3.373836629598163,0.37443088174535444,0.3575780655753045,0.30555113882222507,0.9925545863784522,"[[-2.3179012724773414e-06, 0.00010718549177783818, -0.1594988287732702], [-0.0001092579417129947, -6.152363766974235e-07, 0.08656714200227815], [0.1645118129276429, -0.08634577403803004, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151333412.jpg,2343,2904,2343,1054,911,0.864326375711575,4.1439762509127,0.25883205536076076,0.2715881370810391,0.20757190132384284,0.9999610142219115,"[[1.1568136020502689e-08, -3.644125829388411e-06, 0.019294283050993045], [5.341511450865509e-06, 3.292091990205256e-07, -0.0010420305981993466], [-0.01983053559058631, -0.0006803677928663998, 1.0]]"
PXL_20260519_151418492.jpg,PXL_20260519_151419041.jpg,2333,2664,2333,937,868,0.9263607257203842,1.682885178904782,0.3595299572597205,0.362690792531544,0.32993044640915153,0.9895288612931834,"[[-8.485514470190113e-07, 1.9582765029859032e-05, 0.04331746432458789], [-1.8125339476838374e-05, -1.6197437127315287e-06, -0.06726684514978154], [-0.04441416511501214, 0.06618859224982945, 1.0]]"
PXL_20260519_151423262.jpg,PXL_20260519_151423904.jpg,2281,2273,2281,976,851,0.8719262295081968,5.42781642333542,0.33504017132170305,0.3389664415189423,0.2838031856163667,0.9998473064752491,"[[5.137573937868715e-08, 6.170215078650022e-06, 0.01843702433462353], [-5.801498042200226e-06, -1.784796022326559e-08, 0.00800630924812885], [-0.018754198499125418, -0.008352561376105728, 1.0]]"
PXL_20260519_151334796.jpg,PXL_20260519_151335385.jpg,2532,2786,2532,963,836,0.8681204569055037,6.019382646009092,0.2704453891750861,0.27532631344594644,0.21177280181648514,0.973312708285966,"[[2.5380376224848325e-07, 1.3606426576293054e-06, 0.0034539293141431266], [-5.971895371739323e-07, 1.4780833362180907e-07, 0.0012291081189226027], [-0.0043886287197291325, -0.0017893034757278977, 1.0]]"
