image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
PXL_20260519_151332564.jpg,PXL_20260519_151434940.jpg,2343,1657,2343,22,9,0.4090909090909091,117.41074881735743,36.53556090453316,0.11320128938627115,9.948465107806346e-14,0.8678702670438171,"[[-1.2971978257876092e-06, 8.878649577553361e-07, 0.0005787215268287145], [4.836423652878351e-06, -9.525479976752927e-07, -0.003012889259774199], [-0.0011988276326866572, -0.0004618862956074902, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151435528.jpg,2343,1340,2343,20,8,0.4,187.92771771835348,53.84609306833114,0.07827176310260514,1.1224312220601022e-13,0.6261741048198592,"[[3.769411580324828e-05, 9.263844619976496e-05, -0.09931238550204982], [-3.5591079760488455e-05, -0.0001015895830735002, 0.11126011511213045], [-0.0011651817246008094, -0.0011924366665504544, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151436270.jpg,2343,919,2343,14,8,0.5714285714285714,160.08908650454728,0.005152555695271392,0.0012881389242593178,7.522304057746682e-13,0.010305111389172282,"[[4.969055177508877e-06, -1.0705076066453866e-05, 0.00039225210073541534], [-2.4208634744581697e-06, 1.1114773333131453e-05, -0.0029023244750077965], [-0.0021348790193559514, 0.002056663082483817, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151437205.jpg,2343,1351,2343,21,8,0.38095238095238093,217.63329843152172,30.1831919231361,0.03541187023526427,3.4185761856444846e-13,0.28329496186766834,"[[-5.4033488676291e-06, 1.60740883100925e-05, -0.0033763124924822523], [2.8929190392844663e-06, -8.252294290487358e-06, 0.0016591137702283059], [0.0009989907171290132, -0.0038665344174539013, 0.9999999999999999]]"
PXL_20260519_151332564.jpg,PXL_20260519_151437884.jpg,2343,1533,2343,25,9,0.36,107.3801121072408,58.89568577763537,0.10017628744912399,2.384673370572517e-13,0.7016395000788063,"[[3.2957944673657863e-06, -3.281716724249195e-06, -0.0012702946593514926], [-6.714383354789017e-07, 1.4884357503846411e-06, -0.0002682137129499967], [-0.0019558571939194513, 0.0015645566514074897, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151438491.jpg,2343,1674,2343,16,8,0.5,46.387100799035025,2.2386934036270176,0.06315898981671808,1.9672970249235607e-12,0.5052719185107105,"[[1.7344591303614275e-06, -4.928916073154477e-07, -0.0015675956060729765], [-5.129193328422016e-07, 1.7064990948942453e-07, 0.00044295498513748517], [-0.0011758808873178475, 0.00040991330728190573, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151439268.jpg,2343,2006,2343,17,8,0.47058823529411764,78.03559324185318,7.353951826872785,0.009115941570376464,8.112405593826567e-13,0.07292753255765515,"[[-8.313014833276772e-07, 4.636139920930821e-06, -0.0012915919156996692], [8.681503305641407e-07, -2.3025387891178807e-06, 8.458120042904286e-05], [0.0004699792201206422, -0.003162903825036245, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151439884.jpg,2343,2047,2343,18,8,0.4444444444444444,131.77993661075627,28.584311387088707,0.021475295980332636,8.341738000850612e-14,0.1718023678421836,"[[2.0515978192140338e-07, 2.2564272576864594e-06, -0.0017543760276072001], [-1.2271843473167924e-06, 4.4272071447321675e-07, 0.001180685007463243], [0.0002460233819303205, -0.0019398012923101866, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151440511.jpg,2343,2133,2343,31,9,0.2903225806451613,96.90197952239741,71.33902261878502,0.028270704014349668,3.021609184597008e-13,0.1732312863369201,"[[-8.164889590654067e-06, 1.2388362404738674e-05, -0.00046045088903016887], [1.171427388737094e-05, -1.1386203233692107e-05, -0.0023205371388431086], [0.0026502395900352103, -0.005843543620459416, 1.0]]"
PXL_20260519_151332564.jpg,PXL_20260519_151441253.jpg,2343,2268,2343,21,10,0.47619047619047616,137.29879187985588,4.231029116725172,0.051454455688432876,3.5815230507231934e-13,0.43170763893823116,"[[-1.0425208190276544e-06, 2.577893588876559e-06, -0.0010463240477929223], [2.0134794265023164e-06, -9.865819725820317e-07, -0.0010271164854827625], [0.00033172975677420375, -0.0016940123956375565, 1.0]]"
