image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
bad1.jpg,bad2.jpg,2535,2259,2535,17,9,0.5294117647058824,160.46359589718767,1.0265790658155554,0.1530113763570739,8.367902775401807e-13,1.0265790658155554,"[[-1.990957178584136e-06, 6.088783149087183e-06, -0.0005914921902661995], [-1.249700887649833e-07, 3.119448978184494e-06, -0.0008920849413486995], [0.001560068587239105, -0.0064887738322970895, 1.0]]"
